commune,vote_yes,vote_no,turnout_perc,canton,canton_name,bfsnr,n_taxed,mean_income,median_income,gini-coeff,percent_yes
L'Abergement,35,68,65.24,VD,Vaud,5741,133,49094.9969209219,45100,0.390233127571397,0.339805825242718
Murten,802,1558,56.64,FR,Fribourg / Freiburg,2275,3948,47453.4836542852,42488.0952380952,0.387709587460534,0.339830508474576
Witterswil,206,400,60.4,SO,Solothurn,2481,883,52304.5158365419,48066.6666666667,0.437930367076378,0.33993399339934
Eptingen,67,130,51.8,BL,Basel-Landschaft,2885,314,43168.9686979098,41895.2380952381,0.310314460493359,0.34010152284264
Mühleberg,399,774,55.2,BE,Bern / Berne,668,1723,47792.6280198567,45066.6666666667,0.364888733195103,0.340153452685422
Saas-Grund,132,256,50.13,VS,Valais / Wallis,6291,725,31673.2277566152,32300,0.418695660340662,0.34020618556701
"Kirchdorf, Jaberg, Noflen",213,413,56.86,BE,Bern / Berne,NA,925,42781.7436661921,40051.3532763533,0.356031615382142,0.340255591054313
Cudrefin,176,341,55.38,VD,Vaud,5456,835,49582.0351980547,45200,0.379110686862913,0.340425531914894
Illnau-Effretikon,1833,3550,53.59,ZH,Zürich,174,9741,50150.596810091,44866.6666666667,0.383907809890834,0.34051644064648
Mels,991,1919,50.73,SG,St. Gallen,3293,4973,41775.01126738,40000,0.331962476653915,0.340549828178694
Lommiswil,234,453,61.1,SO,Solothurn,2551,868,47033.0143468597,46050,0.355069893527082,0.34061135371179
Oberbipp,201,389,50.47,BE,Bern / Berne,983,1036,43726.1109638929,42200,0.353772280941145,0.340677966101695
Ittigen,1311,2535,51.6,BE,Bern / Berne,362,7157,49270.7427802079,45523.8095238095,0.407098465966662,0.340873634945398
Aegerten,222,429,50.35,BE,Bern / Berne,731,1135,42069.8915234923,40500,0.351671299547876,0.341013824884793
Flerden,29,56,54.72,GR,Graubünden / Grigioni / Grisch,3662,120,36600.0223337011,36398.1481481481,0.291053863926798,0.341176470588235
Beinwil (SO),43,83,59,SO,Solothurn,2612,160,36648.9446491009,37200,0.367801990742737,0.341269841269841
Valeyres-sous-Montagny,86,166,56.61,VD,Vaud,5933,378,49832.4026011248,45714.2857142857,0.38022337550803,0.341269841269841
Worben,298,575,52.36,BE,Bern / Berne,755,1389,42994.9627430265,41476.1904761905,0.370476912265917,0.34135166093929
Turtmann-Unterems,170,328,59.01,VS,Valais / Wallis,6119,773,33142.2857371553,33700,0.410202166481941,0.34136546184739
Bas-Intyamon,135,260,50.37,FR,Fribourg / Freiburg,2162,731,38930.1432096236,39200,0.358694123800821,0.341772151898734
Hasliberg,132,254,44.99,BE,Bern / Berne,783,734,32593.1368910673,30609.5238095238,0.413579408542824,0.341968911917098
Deitingen,315,606,55.9,SO,Solothurn,2516,1346,45091.2170960526,43641.6666666667,0.350668485068939,0.342019543973941
Brienz (BE),380,731,48.98,BE,Bern / Berne,573,2022,36730.4258879806,35400,0.394566350889529,0.342034203420342
Arvigo,13,25,48.24,GR,Graubünden / Grigioni / Grisch,3801,58,30318.2850195781,30683.3333333333,0.342575832442084,0.342105263157895
Glarus,1231,2367,45.8,GL,Glarus,1632,7415,47158.2083428763,41066.6666666667,0.397298031866392,0.342134519177321
Genthod,259,498,57.5,GE,Genève,6622,1346,101563.811886971,50242.5925925926,0.695813071106419,0.342140026420079
Buch (SH),51,98,71.3,SH,Schaffhausen,2961,199,49582.2799520413,41958.3333333333,0.419538190295634,0.342281879194631
Ried-Brig,266,511,53.8,VS,Valais / Wallis,6008,1263,38749.7425050791,39933.3333333333,0.42431403482932,0.342342342342342
Bremgarten bei Bern,695,1335,63.84,BE,Bern / Berne,353,2639,57569.065258172,51384.6153846154,0.411053189279327,0.342364532019704
Täuffelen,373,716,53.66,BE,Bern / Berne,751,1654,46118.1718356275,43600,0.378142268195324,0.342516069788797
Elfingen,37,71,56.54,AG,Aargau,4097,159,48354.4945387713,44600,0.354862487564227,0.342592592592593
Hausen am Albis,491,942,60.84,ZH,Zürich,4,2003,56154.82690938,48187.5,0.415794540680019,0.342637822749477
Altikon,97,186,59.66,ZH,Zürich,211,374,48517.669490096,44483.3333333333,0.360315259494083,0.342756183745583
Essertines-sur-Yverdon,121,232,59.77,VD,Vaud,5520,495,49806.5457295574,46555.5555555556,0.349159166103215,0.342776203966006
Ebnat-Kappel,646,1238,54.75,SG,St. Gallen,3352,2986,38746.9762038166,35600,0.361435419643136,0.342887473460722
Fey,71,136,51.33,VD,Vaud,5522,354,48884.7954266386,46300,0.332368186613518,0.342995169082126
Collina d'Oro,525,1005,57.18,TI,Ticino,5236,2832,73865.249720465,44800,0.592277741564798,0.343137254901961
Embd,46,88,51.94,VS,Valais / Wallis,6283,200,33934.1001984127,33250,0.411466859070011,0.343283582089552
Suscévaz,34,65,68.03,VD,Vaud,5930,110,45067.0212657713,42450,0.318058681294741,0.343434343434343
Ried bei Kerzers,147,281,62.05,FR,Fribourg / Freiburg,2276,573,47004.4951988382,44100,0.358306337817486,0.343457943925234
Froideville,280,535,62.67,VD,Vaud,5523,1224,52530.685502216,49337.5,0.353190753933385,0.343558282208589
Meikirch,392,749,60.12,BE,Bern / Berne,307,1560,47158.3231469323,45200,0.382480573527024,0.343558282208589
Marsens,190,363,51.42,FR,Fribourg / Freiburg,2140,944,46734.9819124414,44600,0.406254883176561,0.343580470162749
Geuensee,268,512,49.13,LU,Luzern,1085,1463,47217.6677717208,43625,0.336345395177625,0.343589743589744
Puidoux,309,590,59.13,VD,Vaud,5607,1553,48364.5525813003,42153.8461538461,0.402043730428013,0.343715239154616
Blumenstein,163,311,50.68,BE,Bern / Berne,922,739,37354.5333308144,35500,0.360395802052419,0.343881856540084
Meinier,249,475,58,GE,Genève,6629,1166,67791.1511218019,51730.9523809524,0.498289476416145,0.343922651933702
Wetzikon (ZH),2472,4715,49.48,ZH,Zürich,121,14374,47520.792490743,43900,0.367656345334232,0.343954362042577
Fétigny,107,204,55.24,FR,Fribourg / Freiburg,2016,496,40670.3997660439,40350,0.342303018671512,0.344051446945338
Roggwil (BE),449,856,48.89,BE,Bern / Berne,337,2380,37925.0272300921,36422.2222222222,0.37195829944445,0.344061302681992
Tecknau,85,162,50,BL,Basel-Landschaft,2862,460,45190.6612429438,40450,0.382865745015252,0.34412955465587
Daillens,116,221,60.88,VD,Vaud,5480,490,59267.2010492392,54388.0952380952,0.365486788852481,0.344213649851632
Glarus Süd,1148,2186,47.7,GL,Glarus,1631,6005,41352.3614144432,38400,0.369542004833585,0.344331133773245
Breitenbach,396,754,51.4,SO,Solothurn,2613,2174,45016.2537293733,41400,0.407620505890525,0.344347826086957
Riederalp,62,118,53.04,VS,Valais / Wallis,6181,604,21212.7082809333,7083.33333333333,0.624763579600812,0.344444444444444
Porza,196,373,57.41,TI,Ticino,5214,986,75051.1792700467,46009.1575091575,0.581111075217216,0.344463971880492
Walzenhausen,237,451,49.5,AR,Appenzell Ausserrhoden,3037,1286,43185.9070040012,37861.5384615385,0.404029181294243,0.344476744186047
Ormont-Dessous,122,232,47.93,VD,Vaud,5410,804,34399.3340982769,30531.25,0.456212663397043,0.344632768361582
Sur,10,19,46.77,GR,Graubünden / Grigioni / Grisch,3540,64,27610.9312996032,20600,0.450335448876971,0.344827586206897
Rumisberg,79,150,59.69,BE,Bern / Berne,987,292,49300.9427216619,42303.8461538462,0.37942236789162,0.344978165938865
Lüscherz,59,112,41.55,BE,Bern / Berne,497,359,44460.4586581624,42266.6666666667,0.380324120205465,0.345029239766082
Liestal,1522,2888,51.8,BL,Basel-Landschaft,2829,8415,49655.8847944784,45153.8461538461,0.389728381766375,0.345124716553288
Leuzigen,175,332,54.25,BE,Bern / Berne,388,765,40917.3100396208,40000,0.348838892999972,0.345167652859961
Soral,87,165,56.5,GE,Genève,6639,434,55657.4775867206,50733.3333333333,0.471695532239345,0.345238095238095
Wilchingen,280,531,69.7,SH,Schaffhausen,2974,962,43837.3843209622,40883.3333333333,0.37212474528539,0.345252774352651
Feuerthalen,414,785,55.18,ZH,Zürich,27,2134,49278.3492749525,44800,0.390026029784778,0.345287739783153
Eclépens,134,254,61.72,VD,Vaud,5482,563,51378.5132349707,48500,0.360149950375218,0.345360824742268
Ossingen,199,377,58.82,ZH,Zürich,37,790,47854.3083366285,44150,0.357971974992026,0.345486111111111
Niedergesteln,104,197,58.41,VS,Valais / Wallis,6198,406,40806.0748246822,39944.9404761905,0.347107259358015,0.345514950166113
Gland,1114,2110,54,VD,Vaud,5721,6905,53360.865160458,46200,0.421586131273147,0.345533498759305
Basadingen-Schlattingen,226,428,56.1,TG,Thurgau,4536,1008,45462.9567445389,42162.5,0.350816952564358,0.345565749235474
Reichenbach im Kandertal,468,886,50.05,BE,Bern / Berne,567,2163,36324.7873072158,35200,0.35649214854294,0.345642540620384
Diemerswil,28,53,57.86,BE,Bern / Berne,536,116,49830.7528464176,41015.7894736842,0.454869082258965,0.345679012345679
Finsterhennen,56,106,52.09,BE,Bern / Berne,493,274,40855.0615007636,38900,0.380994213460562,0.345679012345679
Forel-sur-Lucens,28,53,70.43,VD,Vaud,5672,91,46577.4631351554,41600,0.368672861080077,0.345679012345679
Tägertschi,56,106,54.3,BE,Bern / Berne,625,231,43283.9218761838,41384.6153846154,0.378660555323555,0.345679012345679
Rüti (ZH),1384,2619,52.88,ZH,Zürich,118,7264,44482.851911456,41538.4615384615,0.370485966619286,0.345740694479141
Veyras,265,501,65,VS,Valais / Wallis,6250,1121,41355.937501944,38800,0.4341786354268,0.345953002610966
Dompierre (FR),82,155,45.59,FR,Fribourg / Freiburg,2014,537,43524.6955673999,41400,0.359317300087958,0.345991561181435
Vilters-Wangs,572,1081,53.9,SG,St. Gallen,3297,2616,42020.3609731358,40066.6666666667,0.343223582115816,0.346037507562008
Escholzmatt-Marbach,578,1092,52.35,LU,Luzern,1010,2555,34582.2713203739,32200,0.33443982569486,0.346107784431138
Ropraz,54,102,59.25,VD,Vaud,5798,221,46292.9437685659,42333.3333333333,0.378920133287281,0.346153846153846
Schwaderloch,72,136,45.45,AG,Aargau,4176,395,43905.6004659219,42900,0.321149106779563,0.346153846153846
Tafers,420,793,53.98,FR,Fribourg / Freiburg,2306,1935,46906.0771628726,42714.2857142857,0.386116669332351,0.346248969497115
Hemberg,115,217,50.08,SG,St. Gallen,3372,503,36244.1027288063,33000,0.368176601146116,0.346385542168675
Simplon,53,100,54.93,VS,Valais / Wallis,6009,252,33583.4765708278,32800,0.453165124504568,0.34640522875817
Schänis,429,809,47.32,SG,St. Gallen,3315,2109,42296.3013163036,40400,0.324442212296996,0.346526655896607
Boningen,86,162,46.7,SO,Solothurn,2571,462,45214.9815352196,45105.5555555556,0.330864110933554,0.346774193548387
Cronay,60,113,67.05,VD,Vaud,5910,215,46151.1492655312,41800,0.374384127941057,0.346820809248555
Savigny,437,823,62.19,VD,Vaud,5611,1900,53607.0923435135,47650,0.427108326864787,0.346825396825397
Cheseaux-sur-Lausanne,483,909,56.79,VD,Vaud,5582,2357,51322.6085694631,48900,0.358451645925265,0.34698275862069
Uster,3960,7450,54.91,ZH,Zürich,198,20113,53460.6051028492,47555.5555555556,0.387745536178202,0.347063978965819
Monthey,1784,3356,55.08,VS,Valais / Wallis,6153,11286,38929.5660607211,37500,0.412402230824839,0.347081712062257
Lauwil,42,79,46.6,BL,Basel-Landschaft,2889,188,43269.5492800406,40350,0.315318639330037,0.347107438016529
Oberhelfenschwil,168,316,51.33,SG,St. Gallen,3375,745,39829.1015798637,35700,0.37203689031723,0.347107438016529
Kehrsatz,551,1036,58.47,BE,Bern / Berne,870,2417,47209.0071184251,42437.5,0.430164007882113,0.347195967233774
Emmen,2684,5046,47.78,LU,Luzern,1024,17134,41167.044350548,40300,0.330088370671762,0.347218628719276
Hermenches,50,94,60.66,VD,Vaud,5673,210,41174.2128558576,41612.5,0.360299093875137,0.347222222222222
Tartegnin,33,62,73.13,VD,Vaud,5862,126,59730.2141678134,46200,0.424378194264828,0.347368421052632
Scuol,247,464,49.97,GR,Graubünden / Grigioni / Grisch,3762,1416,40739.8371753301,37926.1904761905,0.420495300572583,0.347398030942335
Kirchlindach,492,924,62.96,BE,Bern / Berne,354,1798,55312.5191393987,49116.6666666667,0.400298914647596,0.347457627118644
Höchstetten und Hellsau,57,107,46.48,BE,Bern / Berne,NA,293,38903.1598106671,38416.6666666667,0.36896911972552,0.347560975609756
Boussens,120,225,59.66,VD,Vaud,5473,512,52528.3866200332,50216.6666666667,0.372900489777499,0.347826086956522
Vitznau,167,313,60,LU,Luzern,1068,770,48621.5518692467,40555.5555555556,0.434872081055561,0.347916666666667
Aarburg,532,997,43.7,AG,Aargau,4271,4266,43667.1860824176,42100,0.323235590123923,0.347939829954218
Termen,127,238,56.68,VS,Valais / Wallis,6010,575,36603.412536637,37800,0.426898620411759,0.347945205479452
Vich,95,178,61.88,VD,Vaud,5732,415,67005.4982987022,52200,0.491399614837075,0.347985347985348
Koppigen,276,517,50.86,BE,Bern / Berne,413,1280,42255.6413154265,40878.5714285714,0.366735235998325,0.348045397225725
Kiesen,134,251,57.85,BE,Bern / Berne,611,535,46853.2227085461,44055.5555555556,0.332672585509108,0.348051948051948
Cugy (VD),331,620,60.66,VD,Vaud,5516,1482,54657.8717622737,49609.5238095238,0.385477093887468,0.348054679284963
Steg-Hohtenn,251,470,61.46,VS,Valais / Wallis,6204,1027,37927.1058519246,37333.3333333333,0.387588913254039,0.348127600554785
Etagnières,133,249,60.47,VD,Vaud,5521,569,52697.6511491126,48888.8888888889,0.363837174390128,0.348167539267016
Aire-la-Ville,148,277,63.4,GE,Genève,6601,598,61754.5218277814,56500,0.435167745628126,0.348235294117647
Orpund,310,580,47.25,BE,Bern / Berne,744,1649,40079.3164142961,39666.6666666667,0.374709996269841,0.348314606741573
Wiliberg,31,58,66.42,AG,Aargau,4288,95,45834.8133153396,46333.3333333333,0.304830549195704,0.348314606741573
Düdingen,1013,1895,52.18,FR,Fribourg / Freiburg,2293,4706,46315.6819644498,42700,0.378260652864645,0.348349381017882
Montherod,54,101,60.07,VD,Vaud,5432,281,48772.2831398309,41500,0.473073197278155,0.348387096774194
Aeschi (SO),200,374,57.4,SO,Solothurn,2511,812,48714.0049480259,45023.8095238095,0.365015917787322,0.348432055749129
Heimiswil,192,359,46.39,BE,Bern / Berne,407,957,38016.8499256899,35466.6666666667,0.356251555062888,0.348457350272232
Kriegstetten,184,344,56.6,SO,Solothurn,2525,798,45988.3804980824,45150,0.341610570435532,0.348484848484849
Rolle,465,869,52.99,VD,Vaud,5861,3217,58475.1379099077,45000,0.47155823511873,0.348575712143928
Ueken,105,196,54.45,AG,Aargau,4179,480,48187.604399844,45769.8412698413,0.322716087134081,0.348837209302326
Thalheim (AG),112,209,53.3,AG,Aargau,4117,467,49833.4520533396,47666.6666666667,0.325576876945848,0.348909657320872
Roggliswil,82,153,48.19,LU,Luzern,1142,402,40879.9240381805,39491.6666666667,0.321837876012177,0.348936170212766
Münchenbuchsee,1289,2405,53.66,BE,Bern / Berne,546,6008,45473.7819096326,43200,0.382465040676655,0.348944233892799
Diemtigen,298,556,51.42,BE,Bern / Berne,762,1344,34394.6623546019,32400,0.374350482861057,0.348946135831382
Pfäfers,191,356,50.93,SG,St. Gallen,3294,906,37735.9965931862,34743.0555555556,0.373443222472329,0.349177330895795
Oberburg,322,600,45.68,BE,Bern / Berne,418,1784,36634.0532876337,35961.5384615385,0.376302570489812,0.349240780911063
Busswil bei Melchnau,29,54,53.12,BE,Bern / Berne,325,118,41339.2352272649,38800,0.356844333164338,0.349397590361446
Diessbach bei Büren,116,216,51.57,BE,Bern / Berne,385,549,44543.3149963672,39481.4814814815,0.399927988134794,0.349397590361446
Mont-Tramelan,29,54,79.09,BE,Bern / Berne,437,67,33578.6365790097,26111.1111111111,0.436846349351791,0.349397590361446
Ogens,36,67,58.01,VD,Vaud,5680,150,48708.4794803962,43400,0.312879650405511,0.349514563106796
Hüttlingen,115,214,55.6,TG,Thurgau,4590,476,44750.6853973033,42550,0.335846120541478,0.349544072948328
Schlieren,1207,2244,43.98,ZH,Zürich,247,10158,45344.0142716625,42257.9365079365,0.368044888314535,0.349753694581281
Grellingen,191,355,49.5,BL,Basel-Landschaft,2786,1058,46096.1758587324,41902.3809523809,0.394939378940105,0.34981684981685
Buseno,14,26,51.95,GR,Graubünden / Grigioni / Grisch,3804,66,34684.7915242652,30550,0.361154616242178,0.35
Flumenthal,147,273,56.8,SO,Solothurn,2545,627,45049.8314396042,43100,0.34051887694665,0.35
Marmorera,7,13,57.14,GR,Graubünden / Grigioni / Grisch,3533,25,96282.9450549451,31100,0.73402486657533,0.35
Veysonnaz,63,117,44.96,VS,Valais / Wallis,6267,718,21536.4246960869,7066.66666666667,0.620502613834031,0.35
Villars-sous-Yens,83,154,63.85,VD,Vaud,5652,316,55970.8180324561,50923.0769230769,0.421017792675503,0.350210970464135
Langendorf,525,974,55.4,SO,Solothurn,2550,2437,47451.5154908366,44904.7619047619,0.374304766482811,0.350233488992662
Bergün/Bravuogn,62,115,52.35,GR,Graubünden / Grigioni / Grisch,3521,347,32469.4281996155,31300,0.431716348582892,0.350282485875706
Bühler,199,369,56.6,AR,Appenzell Ausserrhoden,3021,927,41440.2909117616,38500,0.351675722516549,0.350352112676056
Röthenbach im Emmental,144,267,40.89,BE,Bern / Berne,904,723,31412.021851117,29400,0.376236315422002,0.35036496350365
Balm bei Günsberg,34,63,65.8,SO,Solothurn,2541,109,51901.3887955402,48800,0.338130476825228,0.350515463917526
Twann-Tüscherz,183,339,57.57,BE,Bern / Berne,756,763,49527.1341243353,41200,0.473169029761821,0.350574712643678
Grolley,223,413,55,FR,Fribourg / Freiburg,2200,1071,42666.1968484964,42500,0.390893069598773,0.35062893081761
Trasadingen,87,161,64.1,SH,Schaffhausen,2973,348,37729.6299027791,36233.3333333333,0.356618940410685,0.350806451612903
Urtenen-Schönbühl,696,1288,47.18,BE,Bern / Berne,551,3876,44867.495488754,43219.5512820513,0.364785284255677,0.350806451612903
Zollikofen,1358,2513,56.86,BE,Bern / Berne,361,6235,48324.2046540103,45000,0.39486043824127,0.350813743218806
Krauchthal,326,603,51.92,BE,Bern / Berne,414,1439,43432.0482424822,42428.5714285714,0.359764782238487,0.350914962325081
Subingen,395,730,54.5,SO,Solothurn,2532,1846,44811.6486508746,44157.7380952381,0.358245411675757,0.351111111111111
Steffisburg,2192,4051,53.4,BE,Bern / Berne,939,10136,43604.4158696283,42272.2222222222,0.371499558289483,0.351113246836457
Salvan,203,375,61.8,VS,Valais / Wallis,6218,1133,30414.4588961842,29388.8888888889,0.492092704785667,0.35121107266436
Neuhausen am Rheinfall,1116,2061,59.9,SH,Schaffhausen,2937,6164,41759.1016574562,38747.6190476191,0.370057334414092,0.351274787535411
Grandevent,39,72,69.33,VD,Vaud,5560,122,50342.2042059337,46155.5555555556,0.365525730540414,0.351351351351351
Corcelles-Cormondrèche,656,1211,63,NE,Neuchâtel,6407,2743,50438.9181342049,45857.1428571429,0.419283170723802,0.351365827530798
Laupen,368,679,50.09,BE,Bern / Berne,667,1856,43070.3042803474,41105.5555555556,0.382398678493272,0.351480420248329
Flums,512,944,47.55,SG,St. Gallen,3292,2971,35871.6306410916,33300,0.358490401577177,0.351648351648352
Reutigen,147,271,54.89,BE,Bern / Berne,767,625,39452.059023199,39333.3333333333,0.349936707635372,0.351674641148325
Dorénaz,121,223,65.43,VS,Valais / Wallis,6212,551,34659.4298134285,32400,0.429626161670811,0.351744186046512
Nusshof,38,70,58.1,BL,Basel-Landschaft,2854,143,70162.2771518888,57888.8888888889,0.395460429863155,0.351851851851852
Trin,171,315,54.92,GR,Graubünden / Grigioni / Grisch,3734,836,40061.9311247514,39883.3333333333,0.374385210808375,0.351851851851852
Wolfhalden,247,455,57,AR,Appenzell Ausserrhoden,3038,1044,44030.3547385356,39300,0.390337577711752,0.351851851851852
Graben,44,81,52.48,BE,Bern / Berne,976,195,39018.7201402586,42500,0.320286548196268,0.352
Siblingen,131,241,63.4,SH,Schaffhausen,2953,484,47842.036028609,43200,0.34467559739232,0.352150537634409
Onnens (VD),62,114,54.55,VD,Vaud,5565,295,46387.849202537,40846.1538461538,0.412599595872487,0.352272727272727
Meiringen,575,1057,49.88,BE,Bern / Berne,785,2887,40517.4012695332,39600,0.35893708677751,0.352328431372549
Pratteln,1353,2485,48.7,BL,Basel-Landschaft,2831,9253,44879.4499648622,42400,0.366534596010983,0.352527357998958
Bavois,104,191,52.73,VD,Vaud,5746,542,45109.2968899011,44866.6666666667,0.32139252444283,0.352542372881356
Zunzgen,330,606,54.3,BL,Basel-Landschaft,2869,1504,45807.4490898408,44439.1025641026,0.32336679852258,0.352564102564103
Koblenz,134,246,48.3,AG,Aargau,4310,896,42341.2137231362,41387.1794871795,0.322594097825823,0.352631578947368
Kriechenwil,67,123,56.23,BE,Bern / Berne,666,269,39046.2276622593,35047.619047619,0.372135796454213,0.352631578947368
Safnern,284,521,57.14,BE,Bern / Berne,746,1146,43822.68858327,41800,0.388271149919159,0.352795031055901
Brienz/Brinzauls,12,22,35.79,GR,Graubünden / Grigioni / Grisch,3512,135,33203.5978835979,23466.6666666667,0.52735806683572,0.352941176470588
Gänsbrunnen,12,22,48.6,SO,Solothurn,2423,60,35313.7952787953,31708.3333333333,0.485003529704619,0.352941176470588
Novalles,18,33,65.38,VD,Vaud,5564,59,43929.1222587833,39333.3333333333,0.385272216834256,0.352941176470588
Bas-Vully,251,460,54.59,FR,Fribourg / Freiburg,2280,1247,47146.4981243107,43333.3333333333,0.400234208744385,0.353023909985935
Wald (ZH),1039,1904,51.82,ZH,Zürich,120,5461,43801.0208323947,39800,0.362526846077277,0.353041114509004
Grandson,394,722,54.27,VD,Vaud,5561,1958,47334.9842008365,41353.8461538462,0.425981656394633,0.353046594982079
Bière,178,326,53.47,VD,Vaud,5425,861,41917.6855690105,39533.3333333333,0.358378942043688,0.353174603174603
Martigny-Combe,335,613,60.67,VS,Valais / Wallis,6137,1540,37698.1036389751,36400,0.398590826232165,0.35337552742616
Cottens (FR),176,322,57.47,FR,Fribourg / Freiburg,2186,717,46527.5134526151,42800,0.375643051128659,0.353413654618474
Gurmels,517,945,50.45,FR,Fribourg / Freiburg,2262,2360,44353.6708383528,41666.6666666667,0.36469194900708,0.353625170998632
Niederbipp,457,835,44.97,BE,Bern / Berne,981,2674,41590.6919400053,39544.4444444444,0.366470249439427,0.353715170278638
Naters,1317,2406,54.35,VS,Valais / Wallis,6007,6578,38098.705846287,38500,0.398696562466395,0.353746978243352
Bure,138,252,70.12,JU,Jura,6778,419,38750.9766151865,38866.6666666667,0.353053647761384,0.353846153846154
Münchenstein,1374,2509,51.2,BL,Basel-Landschaft,2769,7331,50322.111844079,45923.0769230769,0.395409573680328,0.353850115889776
Landquart,947,1728,47.56,GR,Graubünden / Grigioni / Grisch,3955,5095,43064.1138402561,42000,0.347385781522184,0.354018691588785
Servion,251,458,59.19,VD,Vaud,5799,1081,50571.098500618,46600,0.412724332654394,0.354019746121298
Siviriez,251,458,49.29,FR,Fribourg / Freiburg,2099,1250,76460.7570937055,39516.6666666667,0.667607405440373,0.354019746121298
Saas-Almagell,57,104,57.24,VS,Valais / Wallis,6288,266,29020.9436256923,29300,0.439435534681835,0.354037267080745
Toffen,368,671,56.29,BE,Bern / Berne,884,1569,46204.1171618341,43933.3333333333,0.380719340091031,0.354186717998075
Brione sopra Minusio,79,144,54.85,TI,Ticino,5096,426,45823.8934733004,32666.6666666667,0.524176570223474,0.354260089686099
Tentlingen,158,288,49.18,FR,Fribourg / Freiburg,2307,780,42273.4005807133,41300,0.348302607477918,0.354260089686099
Gollion,107,195,59.23,VD,Vaud,5484,463,51339.5502755384,47700,0.362533771229568,0.354304635761589
Broc,253,461,51.02,FR,Fribourg / Freiburg,2124,1404,40194.3708272562,38450,0.359993105881254,0.354341736694678
Windisch,736,1341,52.79,AG,Aargau,4123,4146,45565.8755522513,43300,0.347903473541253,0.354357246027925
Samnaun,78,142,42.23,GR,Graubünden / Grigioni / Grisch,3752,456,45182.0498093524,38285.7142857143,0.43904762031231,0.354545454545455
Trey,39,71,62.5,VD,Vaud,5827,150,42458.5634099494,38850,0.344497783563346,0.354545454545455
Zullwil,89,162,55.9,SO,Solothurn,2622,363,40927.2352462943,39066.6666666667,0.35652558597893,0.354581673306773
Altwis,50,91,51.26,LU,Luzern,1022,201,44222.6248944533,40800,0.307695516196058,0.354609929078014
Courgevaux,144,262,51.96,FR,Fribourg / Freiburg,2250,796,45687.1947126923,42116.6666666667,0.407013378453865,0.354679802955665
Mirchel,72,131,44.98,BE,Bern / Berne,615,332,41449.4713048553,39783.3333333333,0.32190312670795,0.354679802955665
Oekingen,127,231,62.3,SO,Solothurn,2529,473,47384.4450558899,44900,0.362607518295659,0.354748603351955
Ergisch,44,80,77.11,VS,Valais / Wallis,6104,157,28761.5486689531,27619.0476190476,0.482818243181524,0.354838709677419
Vaulruz,143,260,57.61,FR,Fribourg / Freiburg,2155,580,43405.8978467758,41750,0.347296314780657,0.354838709677419
Worb,1607,2920,55.79,BE,Bern / Berne,627,7066,44751.5598493389,40612.5,0.414987192616771,0.3549812237685
Matten bei Interlaken,474,861,49.83,BE,Bern / Berne,587,2454,39388.6377176302,39100,0.340369189689768,0.355056179775281
Luzern,9412,17083,50.89,LU,Luzern,1061,53171,50524.8160679707,44200,0.40819731856853,0.355236837139083
Seewis im Prättigau,151,274,42.24,GR,Graubünden / Grigioni / Grisch,3972,791,40852.2734191308,38500,0.360477777944226,0.355294117647059
Villeneuve (VD),430,780,48.8,VD,Vaud,5414,3019,40172.2755493294,35708.3333333333,0.397895475188256,0.355371900826446
Büttenhardt,59,107,67.2,SH,Schaffhausen,2914,199,51065.5855415608,42571.4285714286,0.409779890008032,0.355421686746988
Oberglatt,496,899,42.55,ZH,Zürich,92,3766,45061.3561705821,42902.3809523809,0.355290607447056,0.355555555555556
Reckingen-Gluringen,64,116,51.54,VS,Valais / Wallis,6075,352,28011.810989936,26200,0.479171341120384,0.355555555555556
Ursenbach,112,203,44.43,BE,Bern / Berne,344,572,33310.6755236816,32400,0.372379147484894,0.355555555555556
Vuisternens-devant-Romont,266,482,50.84,FR,Fribourg / Freiburg,2113,1183,40852.056315658,38166.6666666667,0.358239297383076,0.355614973262032
Saint-Blaise,462,837,61,NE,Neuchâtel,6459,1956,52092.1512622786,44516.6666666667,0.446746757824659,0.355658198614319
Ins,445,806,56.67,BE,Bern / Berne,496,1934,46085.5085929697,42900,0.384947582205927,0.355715427657874
Rickenbach (BL),79,143,52.3,BL,Basel-Landschaft,2857,325,47634.3677769374,45307.6923076923,0.3356108389965,0.355855855855856
Seewen,142,257,51.8,SO,Solothurn,2480,632,46271.8889233129,44861.1111111111,0.394294094239994,0.355889724310777
Gampel-Bratsch,331,599,65.97,VS,Valais / Wallis,6118,1268,36154.4506487849,36757.1428571429,0.404859761168589,0.355913978494624
Sierre,1945,3517,56.4,VS,Valais / Wallis,6248,10760,37301.5924122898,35100,0.440014263305924,0.356096667887221
Payerne,809,1461,49.03,VD,Vaud,5822,5054,39144.8977948334,35900,0.382065371283835,0.356387665198238
Rüttenen,252,455,61.5,SO,Solothurn,2555,949,49110.213571212,44833.3333333333,0.375824528031177,0.356435643564356
Heimberg,866,1562,49.61,BE,Bern / Berne,928,4107,42620.8185661007,41700,0.352700611633274,0.35667215815486
Saint-Saphorin (Lavaux),56,101,69.36,VD,Vaud,5610,210,70159.7049004787,52750,0.472063689614018,0.356687898089172
Mutrux,20,36,57.58,VD,Vaud,5563,80,46738.1906288156,43933.3333333333,0.382946620866191,0.357142857142857
Rütschelen,85,153,54.57,BE,Bern / Berne,340,337,38847.7560368178,38476.1904761905,0.339977014454226,0.357142857142857
