commune,vote_yes,vote_no,turnout_perc,canton,canton_name,bfsnr,n_taxed,mean_income,median_income,gini-coeff,percent_yes
Montagny (FR),331,458,51.98,FR,Fribourg / Freiburg,2029,1316,40036.0034941492,39300,0.369436306347254,0.419518377693283
Pura,214,296,54.49,TI,Ticino,5216,865,45097.2770924216,37300,0.457838998390665,0.419607843137255
St. Silvester,154,213,49.93,FR,Fribourg / Freiburg,2303,585,38688.5102604198,38100,0.307111925698464,0.419618528610354
Basse-Allaine,250,344,62.82,JU,Jura,6807,789,36481.3697946077,33761.9047619048,0.387844305939905,0.420875420875421
Villeneuve (FR),56,77,55.14,FR,Fribourg / Freiburg,2047,222,37959.2694205194,39450,0.358141508438291,0.421052631578947
Icogne,91,125,58.31,VS,Valais / Wallis,6239,556,32394.8623335764,21150,0.576495158117456,0.421296296296296
Rümlingen,51,70,52.6,BL,Basel-Landschaft,2859,209,44410.2369417939,42944.4444444444,0.336962784233407,0.421487603305785
Romont (BE),43,59,67.53,BE,Bern / Berne,442,133,41907.3966968704,40100,0.360397894838568,0.42156862745098
Hermiswil,19,26,63.89,BE,Bern / Berne,978,54,40606.3896237508,37916.6666666667,0.316256698958267,0.422222222222222
Le Chenit,563,770,51.12,VD,Vaud,5872,2637,42919.4122709339,40800,0.374009740152177,0.422355588897224
Pratval,49,67,52.7,GR,Graubünden / Grigioni / Grisch,3635,161,47703.8238130629,45190.4761904762,0.404624251795881,0.422413793103448
Oppens,30,41,61.74,VD,Vaud,5923,89,47520.9282810406,44083.3333333333,0.326426681179805,0.422535211267606
Gudo,115,157,48.84,TI,Ticino,5008,507,46288.551778961,39142.8571428571,0.410532200551338,0.422794117647059
Mosogno,11,15,50,TI,Ticino,5119,39,30049.0286778748,26700,0.408556186556569,0.423076923076923
Cornol,185,252,59.81,JU,Jura,6782,630,38510.7125813788,36952.3809523809,0.365832669878069,0.423340961098398
Lully (FR),155,211,57.54,FR,Fribourg / Freiburg,2025,582,39899.7505811294,40675,0.365952633940196,0.423497267759563
Bivio,28,38,48.89,GR,Graubünden / Grigioni / Grisch,3531,182,27005.597094196,19370.8333333333,0.490398384784575,0.424242424242424
Kallnach,303,411,48.51,BE,Bern / Berne,304,1205,42768.3475237457,41800,0.363090041355032,0.42436974789916
Baulmes,152,206,53.77,VD,Vaud,5745,619,42086.2936513646,38333.3333333333,0.38430738783914,0.424581005586592
Arconciel,133,180,58.05,FR,Fribourg / Freiburg,2171,460,46361.2278512021,45860.5769230769,0.365623835709578,0.424920127795527
Lignières,155,209,56,NE,Neuchâtel,6456,527,44220.0611264778,40266.6666666667,0.394298929560643,0.425824175824176
Enges,69,93,80,NE,Neuchâtel,6453,171,46082.5430417536,39500,0.378905310735922,0.425925925925926
Pierrafortscha,23,31,55.56,FR,Fribourg / Freiburg,2216,82,59892.2679849509,42200,0.566511998250134,0.425925925925926
Leuk,705,946,61.08,VS,Valais / Wallis,6110,2602,35090.0149561319,35244.4444444444,0.406115669004476,0.427013930950939
Basel,21755,29186,55.7,BS,Basel-Stadt,2701,110645,54172.9843178928,41952.380952381,0.475164292447878,0.427062680355706
Plaffeien,291,390,46.68,FR,Fribourg / Freiburg,2299,1335,36258.4187873001,35400,0.363967156974475,0.427312775330396
Reute (AR),130,174,61.9,AR,Appenzell Ausserrhoden,3035,419,40931.0738925062,40333.3333333333,0.353673826023839,0.427631578947368
Langenbruck,136,182,45.8,BL,Basel-Landschaft,2888,591,40421.2999935816,37666.6666666667,0.363663809944507,0.427672955974843
Yverdon-les-Bains,3137,4189,50.25,VD,Vaud,5938,16617,40337.871494787,37400,0.383888751806379,0.428200928200928
Châtelat,27,36,82.28,BE,Bern / Berne,684,60,31597.0755324922,30150,0.376337902555796,0.428571428571429
La Chaux (Cossonay),75,100,63.03,VD,Vaud,5474,238,50498.3120609917,45750,0.37183298484562,0.428571428571429
Porrentruy,1191,1588,60.06,JU,Jura,6800,4508,39189.3009716064,35000,0.429461603815537,0.428571428571429
Rüti bei Büren,145,193,52.51,BE,Bern / Berne,393,539,41387.3868518202,40500,0.349857499428692,0.428994082840237
Tomils,124,165,51.77,GR,Graubünden / Grigioni / Grisch,3671,435,38223.9290096988,36733.3333333333,0.37775571021061,0.429065743944637
Schwarzenburg,1157,1536,49.97,BE,Bern / Berne,855,4329,38996.3936861048,37300,0.382160694897652,0.42963238024508
Tschugg,77,102,58.63,BE,Bern / Berne,501,261,43840.4811610271,40866.6666666667,0.370029277371261,0.430167597765363
Curtilles,56,74,60.09,VD,Vaud,5669,184,42319.5909270459,40466.6666666667,0.367342420375106,0.430769230769231
Peseux,735,971,53,NE,Neuchâtel,6412,3453,41118.6154628791,37133.3333333333,0.419959530853658,0.430832356389215
La Neuveville,755,996,69.36,BE,Bern / Berne,723,2398,46018.6038050676,41547.9166666667,0.436638038032234,0.431182181610508
Grindel,91,120,56.4,SO,Solothurn,2617,310,39902.8095008337,38150.7936507937,0.372314778798548,0.431279620853081
Perrefitte,113,149,84.64,BE,Bern / Berne,701,266,41207.860901282,35066.6666666667,0.440069978226123,0.431297709923664
Sorens,173,228,56.9,FR,Fribourg / Freiburg,2153,605,44308.9974627534,40400,0.388221516939054,0.43142144638404
Le Flon,170,224,51.55,FR,Fribourg / Freiburg,2337,645,39202.4992350155,37740.7407407407,0.371145207173609,0.431472081218274
Hüniken,19,25,61.1,SO,Solothurn,2524,51,51156.9465392995,46047.619047619,0.323575206920708,0.431818181818182
Châtillon (FR),80,105,67.38,FR,Fribourg / Freiburg,2008,256,49784.1073516289,44633.3333333333,0.364666996281639,0.432432432432432
Sainte-Croix,677,888,50.09,VD,Vaud,5568,3126,33942.3765431491,30666.6666666667,0.410917811562685,0.43258785942492
Arnex-sur-Orbe,106,139,59.67,VD,Vaud,5743,353,42637.5915053062,41125,0.353383198253899,0.43265306122449
Oberschrot,174,228,46.44,FR,Fribourg / Freiburg,2298,719,37751.7504343808,36600,0.349431991298788,0.432835820895522
Burgistein,187,245,51.67,BE,Bern / Berne,863,664,39434.209414533,36066.6666666667,0.373721074695589,0.43287037037037
Henniez,42,55,56.98,VD,Vaud,5819,150,47101.6336163836,42550,0.384353406884694,0.43298969072165
Vallorbe,455,595,52.18,VD,Vaud,5764,2068,38717.1455825032,36100,0.388105241122251,0.433333333333333
Barberêche,75,98,47.04,FR,Fribourg / Freiburg,2243,309,46470.4425876394,38600,0.461365822090084,0.433526011560694
Orvin,281,367,75.34,BE,Bern / Berne,438,767,41932.6617383255,38500,0.416288657270289,0.433641975308642
Mezzovico-Vira,196,255,54.22,TI,Ticino,5199,753,48882.4491235784,42380.9523809524,0.410285748713051,0.434589800443459
Teuffenthal (BE),30,39,50,BE,Bern / Berne,940,101,30043.5118138284,27200,0.37324802846559,0.434782608695652
Savosa,283,367,54.61,TI,Ticino,5221,1326,54637.822573145,38683.3333333333,0.524636618015035,0.435384615384615
Alvaschein,27,35,54.39,GR,Graubünden / Grigioni / Grisch,3501,96,34379.1771596459,32133.3333333333,0.396972792636436,0.435483870967742
La Sagne,210,272,60,NE,Neuchâtel,6423,575,40182.6640721766,38700,0.363433103611383,0.435684647302905
Vezia,263,340,52.43,TI,Ticino,5231,1141,50093.3061476248,41142.8571428571,0.440871103289826,0.436152570480929
Zeneggen,49,63,54.9,VS,Valais / Wallis,6299,195,34453.4955746258,34300,0.452808391827605,0.4375
Castel San Pietro,410,527,61.4,TI,Ticino,5249,1272,55635.4614715712,41400,0.512614489192306,0.437566702241195
Comano,390,501,60.72,TI,Ticino,5176,1214,77985.3788550181,50000,0.581499880275729,0.437710437710438
Bissone,115,147,55.35,TI,Ticino,5154,716,53146.4376948316,27333.3333333333,0.650508364349671,0.438931297709924
Le Grand-Saconnex,1104,1410,51.3,GE,Genève,6623,5543,54391.2025843522,41666.6666666667,0.533000037697574,0.439140811455847
Prilly,1229,1565,50.18,VD,Vaud,5589,6858,43610.5534514535,40500,0.376331068865143,0.439871152469578
Grengiols,66,84,42.13,VS,Valais / Wallis,6177,341,26501.5047487883,25300,0.482624720269497,0.44
Rochefort,224,285,62,NE,Neuchâtel,6413,676,48509.5379514729,43150,0.427665529966119,0.44007858546169
Vevey,1768,2243,47.2,VD,Vaud,5890,11368,43362.5292468667,36617.2161172161,0.431779630095117,0.440787833457991
Ftan,82,104,49.61,GR,Graubünden / Grigioni / Grisch,3761,319,39278.0247782063,35900,0.39644424993624,0.440860215053763
Lavin,42,53,55.17,GR,Graubünden / Grigioni / Grisch,3743,125,45620.5728423623,42066.6666666667,0.387054342492985,0.442105263157895
Farvagny,302,381,49.22,FR,Fribourg / Freiburg,2192,1274,41025.9935163771,39800,0.394533543713344,0.442166910688141
Moiry,50,63,63.98,VD,Vaud,5490,157,44255.7949906341,39538.4615384615,0.378206918006129,0.442477876106195
Murist,100,126,54.23,FR,Fribourg / Freiburg,2034,337,38993.5052479407,38222.2222222222,0.357591704979122,0.442477876106195
Kaufdorf,204,257,61.57,BE,Bern / Berne,869,587,44154.2452837418,41900,0.371537601266242,0.442516268980477
Eschert,89,112,79.69,BE,Bern / Berne,692,231,41770.2764966863,37600,0.413707593467391,0.442786069651741
Brusino Arsizio,86,108,52.42,TI,Ticino,5160,381,38630.2284393094,31500,0.505851563404256,0.443298969072165
Blenio,264,331,43.46,TI,Ticino,5049,1153,36246.6835818373,34300,0.357474458526393,0.443697478991597
Cressier (FR),135,169,59.57,FR,Fribourg / Freiburg,2257,506,47028.6881988255,43904.7619047619,0.384459310469804,0.444078947368421
Courtedoux,167,209,64.73,JU,Jura,6785,484,40134.8752047616,36900,0.385352678911735,0.444148936170213
Horrenbach-Buchen,44,55,51.76,BE,Bern / Berne,932,146,30160.669866663,27325,0.381699967534159,0.444444444444444
Corpataux-Magnedens,199,248,56.56,FR,Fribourg / Freiburg,2184,672,44439.1276016491,44304.1666666667,0.35300712792674,0.445190156599553
Morens (FR),25,31,58.33,FR,Fribourg / Freiburg,2033,86,39679.9311717228,37555.5555555556,0.292859689098369,0.446428571428571
Saint-Gingolph,163,202,60.19,VS,Valais / Wallis,6155,791,31074.0519864688,25900,0.533611598843397,0.446575342465753
Courtepin,347,430,50.58,FR,Fribourg / Freiburg,2254,1746,42039.4766051685,41750,0.355392860878403,0.446589446589447
Allmendingen,109,135,59.9,BE,Bern / Berne,630,340,56775.1842708518,44883.3333333333,0.484390744573294,0.44672131147541
Surpierre,59,73,54.1,FR,Fribourg / Freiburg,2044,212,37305.194654664,33500,0.403649856465571,0.446969696969697
Tévenon,141,174,61.55,VD,Vaud,5571,466,42737.6611843887,40316.6666666667,0.395161030975544,0.447619047619048
Cornaux,263,324,59,NE,Neuchâtel,6451,922,43015.1331489356,42300,0.355017168135045,0.448040885860307
La Baroche,247,304,63.46,JU,Jura,6810,730,35851.5513916109,34385.4166666667,0.385976577800543,0.448275862068966
Mauraz,13,16,75.61,VD,Vaud,5488,29,49437.255975187,37619.0476190476,0.349777571969181,0.448275862068966
Vernay,182,223,55.48,FR,Fribourg / Freiburg,2052,620,38937.9951664226,38512.0192307692,0.3890244694201,0.449382716049383
Muzzano,138,169,52.54,TI,Ticino,5205,525,54494.0915608109,43000,0.49558995806185,0.449511400651466
Trub,196,240,35.22,BE,Bern / Berne,908,790,29089.6459292737,27532.7380952381,0.342178283897346,0.44954128440367
Les Montets,214,262,54.95,FR,Fribourg / Freiburg,2050,805,42791.7622202903,40428.5714285714,0.355614910237158,0.449579831932773
Chêne-Bourg,964,1179,52.9,GE,Genève,6613,4778,47842.0277912023,40523.8095238095,0.462010886794131,0.44983667755483
Premier,45,55,64.97,VD,Vaud,5759,129,37372.117993752,35333.3333333333,0.409912724332503,0.45
Rüschegg,262,319,41.6,BE,Bern / Berne,853,1070,35886.740526944,33700,0.375463546843875,0.450946643717728
Sonceboz-Sombeval,364,442,69.4,BE,Bern / Berne,444,1095,38700.3827586248,39100,0.365714698218632,0.451612903225806
Courgenay,442,536,61.11,JU,Jura,6784,1391,39112.4757134146,37600,0.36170001170484,0.451942740286299
Lancy,3369,4072,51.7,GE,Genève,6628,17345,48286.8848775479,43600,0.424434943652242,0.45276172557452
Renan (BE),208,251,71.32,BE,Bern / Berne,441,547,38843.1643389752,36800,0.369461549460336,0.453159041394335
Coeuve,155,187,65.74,JU,Jura,6781,432,38769.5472240718,37716.6666666667,0.381932631672705,0.453216374269006
Conters im Prättigau,34,41,45.83,GR,Graubünden / Grigioni / Grisch,3881,132,41091.4615792457,35800,0.40027688415897,0.453333333333333
Haute-Ajoie,238,287,65.11,JU,Jura,6809,630,35547.3467769197,34577.7777777778,0.38558403701229,0.453333333333333
Eisten,44,53,54.8,VS,Valais / Wallis,6282,158,29541.1069072253,26400,0.436504450565118,0.45360824742268
Meyrin,2229,2680,51.9,GE,Genève,6630,11577,44167.165167509,40687.5,0.417552594918316,0.454063964147484
Agno,520,625,47.29,TI,Ticino,5141,2685,44928.3966367775,36400,0.464594720112201,0.454148471615721
Les Brenets,228,274,60,NE,Neuchâtel,6431,661,42687.6865808767,40095.2380952381,0.383220260943119,0.454183266932271
Cauco,5,6,39.29,GR,Graubünden / Grigioni / Grisch,3806,31,26635.23863422,22736.8421052632,0.50453843291679,0.454545454545455
Croy,60,72,55.14,VD,Vaud,5752,203,40256.8085828651,41571.4285714286,0.374393873116488,0.454545454545455
Guggisberg,233,279,39.46,BE,Bern / Berne,852,979,30111.4318793872,28750,0.378954567994495,0.455078125
Le Lieu,154,184,57.93,VD,Vaud,5873,538,45171.1192758053,40562.5,0.393868602799889,0.455621301775148
Lugano,7600,9078,49.65,TI,Ticino,5192,40629,50011.3458020799,34700,0.538331819273176,0.455690130711116
Les Planchettes,47,56,65,NE,Neuchâtel,6422,134,38297.7119115719,34200,0.414227329328389,0.456310679611651
Cademario,106,126,48.98,TI,Ticino,5161,474,46812.855545767,38516.6666666667,0.462992981218899,0.456896551724138
Rüeggisberg,306,363,45.37,BE,Bern / Berne,880,1129,36673.6012616042,34466.6666666667,0.36981523587554,0.457399103139013
Wittinsburg,76,90,57.5,BL,Basel-Landschaft,2867,227,50744.0476862834,46300,0.352591096390358,0.457831325301205
Alle,379,448,70.89,JU,Jura,6771,1036,37443.512357892,35333.3333333333,0.367671792559719,0.458282950423216
Roggenburg,44,52,39.4,BL,Basel-Landschaft,2790,176,37963.2245465305,37650,0.323339341055702,0.458333333333333
Origlio,325,384,76.61,TI,Ticino,5208,851,57497.5280231573,43000,0.528909944796513,0.458392101551481
Les Enfers,39,46,76.07,JU,Jura,6745,94,35758.8098810173,33157.4074074074,0.388618960263063,0.458823529411765
Sornetan,39,46,85.44,BE,Bern / Berne,710,76,32997.2291840713,35377.7777777778,0.332038550162358,0.458823529411765
Bévilard,409,482,77.51,BE,Bern / Berne,682,1059,37039.6607920929,35600,0.371728572432172,0.459034792368126
Landiswil,101,119,41.62,BE,Bern / Berne,613,378,32040.1408727467,29150,0.371179804019405,0.459090909090909
Oberhünigen,51,60,52,BE,Bern / Berne,629,178,36222.6358249532,35043.9814814815,0.342787158884579,0.459459459459459
Uebeschi,125,147,54.96,BE,Bern / Berne,943,393,34356.36595008,31615.3846153846,0.397955284879579,0.459558823529412
Val Terbi,555,648,65.01,JU,Jura,6730,1568,37497.0931125138,37000,0.369478524885273,0.461346633416459
Nuvilly,66,77,52.92,FR,Fribourg / Freiburg,2035,223,41323.5973182929,37200,0.365963847832822,0.461538461538462
Neuchâtel,4615,5384,52,NE,Neuchâtel,6458,20540,45093.999034908,38976.1904761905,0.453063324948972,0.461546154615462
Avully,273,318,55.7,GE,Genève,6603,1030,49956.0783307704,45369.0476190476,0.408534047377422,0.461928934010152
Sternenberg,91,106,71.74,ZH,Zürich,179,220,42138.9640829444,37879.6296296296,0.382198829992909,0.461928934010152
Courrendlin,474,552,61.85,JU,Jura,6708,1605,37606.3682834051,36900,0.37474084172854,0.461988304093567
Ponte Tresa,110,128,47.14,TI,Ticino,5213,634,35321.076846853,27850,0.502106163753005,0.46218487394958
Fahy,73,84,53.8,JU,Jura,6789,241,35432.5821147098,32500,0.347138886146093,0.464968152866242
Vuiteboeuf,81,93,53.8,VD,Vaud,5766,293,41260.6173023498,37523.8095238095,0.396114465000612,0.46551724137931
Rocourt,45,51,74.81,JU,Jura,6803,89,39500.8707636517,34714.2857142857,0.333145670634056,0.46875
Cortébert,161,182,70.38,BE,Bern / Berne,433,434,37555.7107756689,35900,0.385226579921048,0.469387755102041
Loveresse,85,96,77.5,BE,Bern / Berne,696,194,41525.929046612,40333.3333333333,0.345979974005156,0.469613259668508
Brissago,313,353,50.93,TI,Ticino,5097,1698,36298.2609598124,24883.3333333333,0.552069346917135,0.46996996996997
Sauge,181,204,68.04,BE,Bern / Berne,449,506,39448.4510425586,36742.8571428571,0.405431864082645,0.47012987012987
Carouge (GE),2510,2828,53.6,GE,Genève,6608,12330,50827.4575598918,42000,0.466762884381941,0.470213563132259
Finhaut,79,89,65.77,VS,Valais / Wallis,6214,450,29046.4192931284,18650,0.589147588911858,0.470238095238095
Thunstetten,469,528,47.37,BE,Bern / Berne,342,1921,40961.7825594469,38600,0.379483613829047,0.470411233701103
Lohn (GR),8,9,46.15,GR,Graubünden / Grigioni / Grisch,3707,28,27244.0547052154,26366.6666666667,0.347017040276832,0.470588235294118
